Airport,Date,Visibility (miles),Ceiling (feet),Flight Rules
ATL,2/3/2024 23:52,10,20000,VFR
ATL,2/4/2024 0:52,10,20000,VFR
ATL,2/4/2024 1:52,10,20000,VFR
ATL,2/4/2024 2:52,10,20000,VFR
ATL,2/4/2024 3:52,10,20000,VFR
ATL,2/4/2024 4:52,10,25000,VFR
ATL,2/4/2024 5:52,10,25000,VFR
ATL,2/4/2024 6:52,10,25000,VFR
ATL,2/4/2024 7:52,10,3500,VFR
ATL,2/4/2024 8:52,10,3400,VFR
ATL,2/4/2024 9:52,10,3000,MVFR
ATL,2/4/2024 10:52,10,3000,MVFR
ATL,2/4/2024 11:52,10,3000,MVFR
ATL,2/4/2024 12:52,10,3000,MVFR
ATL,2/4/2024 13:52,10,3500,VFR
ATL,2/4/2024 14:52,10,4700,VFR
ATL,2/4/2024 15:52,10,4800,VFR
ATL,2/4/2024 16:52,10,2800,MVFR
ATL,2/4/2024 17:52,10,2800,MVFR
ATL,2/4/2024 18:52,9,4500,VFR
ATL,2/4/2024 19:52,9,4600,VFR
ATL,2/4/2024 20:52,8,3000,MVFR
ATL,2/4/2024 21:52,5,2400,MVFR
ATL,2/4/2024 22:52,5,4900,MVFR
ATL,2/4/2024 23:52,5,2800,MVFR
ATL,2/5/2024 0:21,6,2400,MVFR
ATL,2/5/2024 0:52,5,2400,MVFR
ATL,2/5/2024 1:52,6,2500,MVFR
ATL,2/5/2024 2:14,5,2500,MVFR
ATL,2/5/2024 2:52,9,4600,VFR
ATL,2/5/2024 3:52,10,1500,MVFR
ATL,2/5/2024 4:52,10,1400,MVFR
ATL,2/5/2024 5:10,10,1400,MVFR
ATL,2/5/2024 5:47,10,2700,MVFR
ATL,2/5/2024 5:52,10,2700,MVFR
ATL,2/5/2024 6:52,10,2700,MVFR
ATL,2/5/2024 7:19,10,2100,MVFR
ATL,2/5/2024 7:52,9,2100,MVFR
ATL,2/5/2024 8:48,10,2200,MVFR
ATL,2/5/2024 8:52,10,2200,MVFR
ATL,2/5/2024 8:57,10,2200,MVFR
ATL,2/5/2024 9:50,5,1500,MVFR
ATL,2/5/2024 9:52,5,1500,MVFR
ATL,2/5/2024 9:55,4,700,VFR
ATL,2/5/2024 10:52,10,900,MVFR
ATL,2/5/2024 11:52,10,900,MVFR
ATL,2/5/2024 12:52,10,2600,MVFR
ATL,2/5/2024 13:52,10,2300,MVFR
ATL,2/5/2024 14:52,10,2300,MVFR
ATL,2/5/2024 15:52,2,2400,MVFR
ATL,2/5/2024 16:09,8,1800,MVFR
ATL,2/5/2024 16:52,10,2400,MVFR
ATL,2/5/2024 17:52,10,2600,MVFR
ATL,2/5/2024 18:52,10,3800,VFR
ATL,2/5/2024 19:52,10,3800,VFR
ATL,2/5/2024 20:52,10,4000,VFR
ATL,2/5/2024 21:52,10,4200,VFR
ATL,2/5/2024 22:52,10,4500,VFR
ATL,2/5/2024 23:52,10,7000,VFR
ATL,2/6/2024 0:52,10,7000,VFR
ATL,2/6/2024 19:52,10,25000,VFR
ATL,2/6/2024 20:52,10,25000,VFR
ATL,2/6/2024 21:52,10,25000,VFR
ATL,2/6/2024 22:52,10,25000,VFR
ATL,2/6/2024 23:52,10,25000,VFR
ATL,2/7/2024 0:52,10,25000,VFR
ATL,2/7/2024 14:52,10,20000,VFR
ATL,2/7/2024 15:52,10,25000,VFR
ATL,2/7/2024 16:52,10,20000,VFR
ATL,2/7/2024 17:52,10,25000,VFR
ATL,2/7/2024 18:52,10,20000,VFR
ATL,2/7/2024 19:52,10,20000,VFR
ATL,2/7/2024 20:52,10,25000,VFR
ATL,2/7/2024 21:48,10,800,MVFR
ATL,2/7/2024 21:52,10,1000,MVFR
ATL,2/7/2024 22:52,10,1200,MVFR
ATL,2/7/2024 23:52,10,25000,VFR
ATL,2/8/2024 0:52,10,20000,VFR
ATL,2/8/2024 1:52,10,20000,VFR
ATL,2/8/2024 2:52,10,20000,VFR
ATL,2/8/2024 3:52,10,20000,VFR
ATL,2/8/2024 4:52,10,20000,VFR
ATL,2/8/2024 5:52,10,20000,VFR
ATL,2/8/2024 6:52,10,20000,VFR
ATL,2/8/2024 7:52,10,20000,VFR
ATL,2/8/2024 8:52,10,20000,VFR
ATL,2/8/2024 9:52,10,25000,VFR
ATL,2/8/2024 10:52,10,25000,VFR
ATL,2/8/2024 11:52,10,25000,VFR
ATL,2/8/2024 12:52,10,25000,VFR
ATL,2/8/2024 13:52,10,20000,VFR
ATL,2/8/2024 14:52,10,20000,VFR
ATL,2/8/2024 15:52,10,20000,VFR
ATL,2/8/2024 16:52,10,16000,VFR
ATL,2/8/2024 17:52,10,17000,VFR
ATL,2/8/2024 18:52,10,17000,VFR
ATL,2/8/2024 19:52,10,17000,VFR
ATL,2/8/2024 20:52,10,17000,VFR
ATL,2/8/2024 21:52,10,15000,VFR
ATL,2/8/2024 22:52,10,15000,VFR
ATL,2/8/2024 23:52,10,15000,VFR
ATL,2/9/2024 0:52,10,20000,VFR
ATL,2/9/2024 1:52,10,20000,VFR
ATL,2/9/2024 2:52,10,20000,VFR
ATL,2/9/2024 3:52,10,18000,VFR
ATL,2/9/2024 4:52,10,18000,VFR
ATL,2/9/2024 5:52,10,18000,VFR
ATL,2/9/2024 6:52,10,17000,VFR
ATL,2/9/2024 7:52,10,15000,VFR
ATL,2/9/2024 8:52,10,18000,VFR
ATL,2/9/2024 9:52,10,17000,VFR
ATL,2/9/2024 10:52,10,4500,VFR
ATL,2/9/2024 11:52,10,4500,VFR
ATL,2/9/2024 12:52,10,6000,VFR
ATL,2/9/2024 13:52,10,4500,VFR
ATL,2/9/2024 14:52,8,10000,VFR
ATL,2/9/2024 15:39,10,100,IFR
ATL,2/9/2024 15:52,10,10000,VFR
ATL,2/9/2024 16:52,10,3800,VFR
ATL,2/9/2024 17:52,10,4000,VFR
ATL,2/9/2024 18:52,10,4000,VFR
ATL,2/9/2024 19:52,10,4400,VFR
ATL,2/9/2024 20:52,10,4400,VFR
ATL,2/9/2024 21:52,10,7000,VFR
ATL,2/9/2024 22:52,10,7500,VFR
ATL,2/9/2024 23:52,10,6000,VFR
ATL,2/10/2024 0:52,10,20000,VFR
ATL,2/10/2024 1:52,10,20000,VFR
ATL,2/10/2024 2:52,10,20000,VFR
ATL,2/10/2024 3:52,10,18000,VFR
ATL,2/10/2024 5:52,10,2800,MVFR
ATL,2/10/2024 6:21,10,2800,MVFR
ATL,2/10/2024 6:52,10,2800,MVFR
ATL,2/10/2024 7:52,10,2800,MVFR
ATL,2/10/2024 8:52,10,7000,VFR
ATL,2/10/2024 9:52,10,7000,VFR
ATL,2/10/2024 10:52,10,7000,VFR
ATL,2/10/2024 11:52,10,7000,VFR
ATL,2/10/2024 12:52,10,7000,VFR
ATL,2/10/2024 13:42,10,800,MVFR
ATL,2/10/2024 13:52,9,800,MVFR
ATL,2/10/2024 14:52,10,900,MVFR
ATL,2/10/2024 15:52,10,1800,MVFR
ATL,2/10/2024 16:52,10,2200,MVFR
ATL,2/10/2024 17:52,10,2400,MVFR
ATL,2/10/2024 18:52,10,200,IFR
ATL,2/10/2024 19:52,10,2500,MVFR
ATL,2/10/2024 20:52,10,2500,MVFR
ATL,2/10/2024 21:52,7,2300,MVFR
ATL,2/10/2024 22:52,9,3600,VFR
ATL,2/10/2024 23:12,10,900,MVFR
ATL,2/10/2024 23:50,10,2000,MVFR
ATL,2/10/2024 23:52,10,2000,MVFR
ATL,2/11/2024 0:35,6,1400,MVFR
ATL,2/11/2024 0:52,6,1400,MVFR
ATL,2/11/2024 1:15,3,900,VFR
ATL,2/11/2024 1:41,7,600,MVFR
ATL,2/11/2024 1:52,5,500,VFR
ATL,2/11/2024 2:29,7,500,MVFR
ATL,2/11/2024 2:52,7,500,MVFR
ATL,2/11/2024 3:49,10,400,IFR
ATL,2/11/2024 3:52,10,400,IFR
ATL,2/11/2024 4:32,10,400,IFR
ATL,2/11/2024 4:52,10,500,MVFR
ATL,2/11/2024 5:52,10,500,MVFR
ATL,2/11/2024 6:52,10,500,MVFR
ATL,2/11/2024 7:52,10,2500,MVFR
ATL,2/11/2024 8:31,10,1300,MVFR
ATL,2/11/2024 8:52,8,900,MVFR
ATL,2/11/2024 9:52,7,600,MVFR
ATL,2/11/2024 10:52,7,700,MVFR
ATL,2/11/2024 11:52,6,600,MVFR
ATL,2/11/2024 12:52,3,700,VFR
ATL,2/11/2024 13:19,8,600,MVFR
ATL,2/11/2024 13:29,8,600,MVFR
ATL,2/11/2024 13:52,10,600,MVFR
ATL,2/11/2024 14:52,10,900,MVFR
ATL,2/11/2024 15:52,10,1100,MVFR
ATL,2/11/2024 16:52,10,1200,MVFR
ATL,2/11/2024 17:52,10,1500,MVFR
ATL,2/11/2024 18:52,10,1800,MVFR
ATL,2/11/2024 19:52,10,2200,MVFR
ATL,2/11/2024 20:27,10,2200,MVFR
ATL,2/11/2024 20:52,10,2200,MVFR
ATL,2/11/2024 21:31,10,2200,MVFR
ATL,2/11/2024 21:52,10,2200,MVFR
ATL,2/11/2024 22:52,9,2400,MVFR
ATL,2/11/2024 23:21,10,1200,MVFR
ATL,2/11/2024 23:38,6,1200,MVFR
ATL,2/11/2024 23:50,6,600,MVFR
ATL,2/11/2024 23:52,6,600,MVFR
ATL,2/12/2024 0:08,6,600,MVFR
ATL,2/12/2024 0:24,6,600,MVFR
ATL,2/12/2024 0:33,4,600,VFR
ATL,2/12/2024 0:49,6,900,MVFR
ATL,2/12/2024 0:52,7,900,MVFR
ATL,2/12/2024 1:39,10,1000,MVFR
ATL,2/12/2024 1:52,7,1000,MVFR
ATL,2/12/2024 2:17,5,800,VFR
ATL,2/12/2024 2:30,9,900,MVFR
ATL,2/12/2024 2:52,10,900,MVFR
ATL,2/12/2024 3:27,10,700,MVFR
ATL,2/12/2024 3:52,6,700,MVFR
ATL,2/12/2024 4:01,9,700,MVFR
ATL,2/12/2024 4:52,6,500,MVFR
ATL,2/12/2024 5:09,10,500,MVFR
ATL,2/12/2024 5:19,9,400,IFR
ATL,2/12/2024 5:23,7,400,IFR
ATL,2/12/2024 5:52,7,400,IFR
ATL,2/12/2024 6:06,1,400,IFR
ATL,2/12/2024 6:11,3,400,IFR
ATL,2/12/2024 6:33,7,500,MVFR
ATL,2/12/2024 6:52,5,500,VFR
ATL,2/12/2024 7:45,3,400,IFR
ATL,2/12/2024 7:52,3,400,IFR
ATL,2/12/2024 8:14,6,400,IFR
ATL,2/12/2024 8:26,8,400,IFR
ATL,2/12/2024 8:42,8,500,MVFR
ATL,2/12/2024 8:50,6,500,MVFR
ATL,2/12/2024 8:52,6,500,MVFR
ATL,2/12/2024 9:06,5,400,IFR
ATL,2/12/2024 9:50,7,300,IFR
ATL,2/12/2024 9:52,7,300,IFR
ATL,2/12/2024 10:19,7,400,IFR
ATL,2/12/2024 10:30,5,400,IFR
ATL,2/12/2024 10:52,4,400,IFR
ATL,2/12/2024 11:49,5,500,VFR
ATL,2/12/2024 11:52,4,500,VFR
ATL,2/12/2024 12:10,4,500,VFR
ATL,2/12/2024 12:35,6,600,MVFR
ATL,2/12/2024 12:52,6,600,MVFR
ATL,2/12/2024 13:14,5,600,VFR
ATL,2/12/2024 13:52,5,600,VFR
ATL,2/12/2024 14:52,6,600,MVFR
ATL,2/12/2024 15:52,4,700,VFR
ATL,2/12/2024 16:37,3,700,VFR
ATL,2/12/2024 16:52,2,700,IFR
ATL,2/12/2024 17:52,2,800,IFR
ATL,2/12/2024 18:18,2,600,IFR
ATL,2/12/2024 18:26,2,600,IFR
ATL,2/12/2024 18:44,7,600,MVFR
ATL,2/12/2024 18:52,10,600,MVFR
ATL,2/12/2024 19:52,10,800,MVFR
ATL,2/12/2024 20:34,7,800,MVFR
ATL,2/12/2024 20:52,10,900,MVFR
ATL,2/12/2024 21:52,8,700,MVFR
ATL,2/12/2024 22:52,10,700,MVFR
ATL,2/12/2024 23:52,10,600,MVFR
ATL,2/13/2024 0:52,10,600,MVFR
ATL,2/13/2024 1:18,2,800,IFR
ATL,2/13/2024 1:24,7,800,MVFR
ATL,2/13/2024 1:52,10,700,MVFR
ATL,2/13/2024 2:31,10,1600,MVFR
ATL,2/13/2024 2:52,10,3000,MVFR
ATL,2/13/2024 3:52,10,2700,MVFR
ATL,2/13/2024 4:52,10,2700,MVFR
ATL,2/13/2024 5:25,10,2200,MVFR
ATL,2/13/2024 5:52,10,2600,MVFR
ATL,2/13/2024 6:52,10,1800,MVFR
ATL,2/13/2024 7:52,10,2300,MVFR
ATL,2/13/2024 8:52,10,1900,MVFR
ATL,2/13/2024 9:52,10,2000,MVFR
ATL,2/13/2024 10:52,10,2000,MVFR
ATL,2/13/2024 11:52,10,2100,MVFR
ATL,2/13/2024 12:52,10,2200,MVFR
ATL,2/13/2024 13:52,10,2000,MVFR
ATL,2/13/2024 14:52,10,2200,MVFR
ATL,2/13/2024 15:10,10,2300,MVFR
ATL,2/13/2024 15:52,10,2500,MVFR
ATL,2/13/2024 16:52,10,3200,VFR
ATL,2/13/2024 17:52,10,20000,VFR
ATL,2/13/2024 18:52,10,20000,VFR
ATL,2/13/2024 19:52,10,20000,VFR
ATL,2/13/2024 20:52,10,20000,VFR
ATL,2/13/2024 21:52,10,20000,VFR
ATL,2/14/2024 13:52,10,20000,VFR
ATL,2/14/2024 15:52,10,25000,VFR
ATL,2/14/2024 16:52,10,25000,VFR
ATL,2/14/2024 17:52,10,25000,VFR
ATL,2/14/2024 18:52,10,20000,VFR
ATL,2/14/2024 19:52,10,20000,VFR
ATL,2/14/2024 20:52,10,20000,VFR
ATL,2/14/2024 21:52,10,20000,VFR
ATL,2/14/2024 22:52,10,20000,VFR
ATL,2/14/2024 23:52,10,25000,VFR
ATL,2/15/2024 0:52,10,25000,VFR
ATL,2/15/2024 1:52,10,25000,VFR
ATL,2/15/2024 2:52,10,25000,VFR
ATL,2/15/2024 3:52,10,25000,VFR
ATL,2/15/2024 4:52,10,25000,VFR
ATL,2/15/2024 5:52,10,25000,VFR
ATL,2/15/2024 6:52,10,25000,VFR
ATL,2/15/2024 7:52,10,25000,VFR
ATL,2/15/2024 8:52,10,25000,VFR
ATL,2/15/2024 9:52,10,25000,VFR
ATL,2/15/2024 10:52,10,25000,VFR
ATL,2/15/2024 11:52,10,25000,VFR
ATL,2/15/2024 12:52,10,25000,VFR
ATL,2/15/2024 13:52,10,25000,VFR
ATL,2/15/2024 14:52,10,25000,VFR
ATL,2/15/2024 15:52,10,20000,VFR
ATL,2/15/2024 16:52,10,20000,VFR
ATL,2/15/2024 17:52,10,20000,VFR
ATL,2/15/2024 18:52,10,20000,VFR
ATL,2/15/2024 19:52,10,20000,VFR
ATL,2/15/2024 20:52,10,20000,VFR
ATL,2/15/2024 21:52,10,20000,VFR
ATL,2/15/2024 22:52,10,20000,VFR
ATL,2/15/2024 23:52,10,20000,VFR
ATL,2/16/2024 0:52,10,20000,VFR
ATL,2/16/2024 1:52,10,20000,VFR
ATL,2/16/2024 2:52,10,20000,VFR
ATL,2/16/2024 3:52,10,20000,VFR
ATL,2/16/2024 4:52,10,20000,VFR
ATL,2/16/2024 5:52,10,20000,VFR
ATL,2/16/2024 6:52,10,20000,VFR
ATL,2/16/2024 7:52,10,25000,VFR
ATL,2/16/2024 8:52,10,25000,VFR
ATL,2/16/2024 9:52,10,25000,VFR
ATL,2/16/2024 10:52,10,20000,VFR
ATL,2/16/2024 11:52,10,18000,VFR
ATL,2/16/2024 12:52,10,18000,VFR
ATL,2/16/2024 13:52,10,18000,VFR
ATL,2/16/2024 14:52,10,18000,VFR
ATL,2/16/2024 15:52,10,18000,VFR
ATL,2/16/2024 16:52,10,18000,VFR
ATL,2/16/2024 17:52,10,18000,VFR
ATL,2/16/2024 18:52,10,19000,VFR
ATL,2/16/2024 19:52,10,18000,VFR
ATL,2/16/2024 20:52,10,16000,VFR
ATL,2/16/2024 21:52,10,15000,VFR
ATL,2/16/2024 22:52,10,15000,VFR
ATL,2/16/2024 23:52,10,15000,VFR
ATL,2/17/2024 0:52,10,15000,VFR
ATL,2/17/2024 1:52,10,20000,VFR
ATL,2/17/2024 2:52,10,15000,VFR
ATL,2/17/2024 3:52,10,6000,VFR
ATL,2/17/2024 4:52,10,4500,VFR
ATL,2/17/2024 5:52,10,15000,VFR
ATL,2/17/2024 6:52,10,3300,VFR
ATL,2/17/2024 7:13,10,2800,MVFR
ATL,2/17/2024 7:52,10,2800,MVFR
ATL,2/17/2024 8:52,10,1600,MVFR
ATL,2/17/2024 9:47,10,1200,MVFR
ATL,2/17/2024 9:52,10,1200,MVFR
ATL,2/17/2024 10:15,7,800,MVFR
ATL,2/17/2024 10:32,8,800,MVFR
ATL,2/17/2024 10:52,10,800,MVFR
ATL,2/17/2024 11:52,10,1600,MVFR
ATL,2/17/2024 12:52,10,1600,MVFR
ATL,2/17/2024 13:25,10,1900,MVFR
ATL,2/17/2024 13:52,10,2000,MVFR
ATL,2/17/2024 14:52,10,2100,MVFR
ATL,2/17/2024 15:52,10,2400,MVFR
ATL,2/17/2024 16:52,10,3000,MVFR
ATL,2/17/2024 17:52,10,3000,MVFR
ATL,2/17/2024 18:52,10,18000,VFR
ATL,2/17/2024 19:52,10,18000,VFR
ATL,2/17/2024 20:52,10,11000,VFR
ATL,2/17/2024 21:52,10,19000,VFR
ATL,2/17/2024 22:52,10,19000,VFR
ATL,2/17/2024 23:52,10,19000,VFR
ATL,2/18/2024 0:52,10,19000,VFR
ATL,2/18/2024 1:52,10,20000,VFR
ATL,2/18/2024 2:52,10,20000,VFR
ATL,2/18/2024 3:52,10,20000,VFR
ATL,2/18/2024 4:52,10,20000,VFR
ATL,2/18/2024 5:52,10,20000,VFR
ATL,2/18/2024 6:52,10,20000,VFR
ATL,2/18/2024 7:52,10,22000,VFR
ATL,2/18/2024 8:52,10,22000,VFR
ATL,2/18/2024 9:52,10,25000,VFR
ATL,2/18/2024 10:52,10,25000,VFR
ATL,2/18/2024 11:52,10,20000,VFR
ATL,2/18/2024 12:52,10,20000,VFR
ATL,2/18/2024 13:52,10,20000,VFR
ATL,2/18/2024 14:52,10,20000,VFR
ATL,2/18/2024 15:52,10,20000,VFR
ATL,2/18/2024 16:52,10,20000,VFR
ATL,2/18/2024 17:52,10,20000,VFR
ATL,2/18/2024 18:52,10,20000,VFR
ATL,2/18/2024 19:52,10,20000,VFR
ATL,2/18/2024 20:52,10,20000,VFR
ATL,2/18/2024 21:52,10,20000,VFR
ATL,2/18/2024 22:52,10,20000,VFR
ATL,2/18/2024 23:52,10,20000,VFR
ATL,2/19/2024 0:52,10,20000,VFR
ATL,2/19/2024 1:52,10,20000,VFR
ATL,2/19/2024 2:52,10,20000,VFR
ATL,2/19/2024 3:52,10,20000,VFR
ATL,2/19/2024 4:52,10,11000,VFR
ATL,2/19/2024 5:52,10,11000,VFR
ATL,2/19/2024 6:52,10,12000,VFR
ATL,2/19/2024 7:52,10,12000,VFR
ATL,2/19/2024 8:52,10,12000,VFR
ATL,2/19/2024 9:52,10,11000,VFR
ATL,2/19/2024 10:52,10,11000,VFR
ATL,2/19/2024 11:52,10,12000,VFR
ATL,2/19/2024 12:52,10,12000,VFR
ATL,2/19/2024 13:52,10,10000,VFR
ATL,2/19/2024 14:52,10,11000,VFR
ATL,2/19/2024 15:52,10,500,MVFR
ATL,2/19/2024 16:52,10,20000,VFR
ATL,2/19/2024 17:52,10,20000,VFR
ATL,2/20/2024 4:52,10,25000,VFR
ATL,2/20/2024 5:52,10,25000,VFR
ATL,2/20/2024 6:52,10,25000,VFR
ATL,2/20/2024 7:52,10,25000,VFR
ATL,2/20/2024 8:52,10,25000,VFR
ATL,2/20/2024 9:52,10,25000,VFR
ATL,2/20/2024 10:52,10,25000,VFR
ATL,2/20/2024 11:52,10,200,IFR
ATL,2/20/2024 12:52,10,15000,VFR
ATL,2/20/2024 13:52,10,11000,VFR
ATL,2/20/2024 14:52,10,11000,VFR
ATL,2/20/2024 15:52,10,11000,VFR
ATL,2/20/2024 16:52,10,11000,VFR
ATL,2/20/2024 17:52,10,11000,VFR
ATL,2/20/2024 18:52,10,11000,VFR
ATL,2/20/2024 19:52,10,11000,VFR
ATL,2/20/2024 20:52,10,14000,VFR
ATL,2/20/2024 21:50,10,200,IFR
ATL,2/20/2024 21:52,10,200,IFR
ATL,2/20/2024 23:52,10,25000,VFR
ATL,2/21/2024 0:52,10,25000,VFR
ATL,2/21/2024 15:52,9,25000,VFR
ATL,2/21/2024 16:52,10,25000,VFR
ATL,2/21/2024 17:52,10,20000,VFR
ATL,2/21/2024 18:52,10,20000,VFR
ATL,2/21/2024 19:52,10,25000,VFR
ATL,2/21/2024 20:52,10,25000,VFR
ATL,2/21/2024 21:52,10,25000,VFR
ATL,2/21/2024 22:52,10,20000,VFR
ATL,2/21/2024 23:52,10,20000,VFR
ATL,2/22/2024 0:52,10,20000,VFR
ATL,2/22/2024 1:52,8,20000,VFR
ATL,2/22/2024 2:52,10,20000,VFR
ATL,2/22/2024 3:52,10,25000,VFR
ATL,2/22/2024 4:52,10,25000,VFR
ATL,2/22/2024 5:52,10,25000,VFR
ATL,2/22/2024 9:52,10,25000,VFR
ATL,2/22/2024 10:52,10,25000,VFR
ATL,2/22/2024 11:52,10,25000,VFR
ATL,2/22/2024 12:52,10,22000,VFR
ATL,2/22/2024 13:52,10,22000,VFR
ATL,2/22/2024 14:52,10,20000,VFR
ATL,2/22/2024 15:52,10,20000,VFR
ATL,2/22/2024 16:52,10,20000,VFR
ATL,2/22/2024 17:52,10,20000,VFR
ATL,2/22/2024 18:52,10,20000,VFR
ATL,2/22/2024 19:52,10,20000,VFR
ATL,2/22/2024 20:52,9,20000,VFR
ATL,2/22/2024 21:52,10,15000,VFR
ATL,2/22/2024 22:52,9,6500,VFR
ATL,2/22/2024 23:52,9,6500,VFR
ATL,2/23/2024 0:52,10,5500,VFR
ATL,2/23/2024 1:52,10,4600,VFR
ATL,2/23/2024 2:52,10,3800,VFR
ATL,2/23/2024 3:52,10,3200,VFR
ATL,2/23/2024 4:52,10,3000,MVFR
ATL,2/23/2024 5:52,10,2500,MVFR
ATL,2/23/2024 6:23,10,2500,MVFR
ATL,2/23/2024 6:52,10,2200,MVFR
ATL,2/23/2024 7:52,10,2100,MVFR
ATL,2/23/2024 8:52,10,1500,MVFR
ATL,2/23/2024 9:31,10,1300,MVFR
ATL,2/23/2024 9:52,10,1400,MVFR
ATL,2/23/2024 10:03,2,1400,MVFR
ATL,2/23/2024 10:07,4,900,VFR
ATL,2/23/2024 10:16,5,1200,MVFR
ATL,2/23/2024 10:52,10,6000,VFR
ATL,2/23/2024 11:52,10,600,MVFR
ATL,2/23/2024 12:52,10,700,MVFR
ATL,2/23/2024 13:19,10,500,MVFR
ATL,2/23/2024 13:52,10,800,MVFR
ATL,2/23/2024 14:17,10,1000,MVFR
ATL,2/23/2024 14:52,10,1500,MVFR
ATL,2/23/2024 15:27,10,2000,MVFR
ATL,2/23/2024 15:52,10,2100,MVFR
ATL,2/23/2024 16:52,10,1700,MVFR
ATL,2/23/2024 17:41,10,2500,MVFR
ATL,2/23/2024 17:52,10,2700,MVFR
ATL,2/23/2024 18:52,10,4300,VFR
ATL,2/23/2024 19:52,10,5500,VFR
ATL,2/23/2024 20:52,10,6500,VFR
ATL,2/23/2024 21:52,10,7000,VFR
ATL,2/23/2024 22:52,10,7500,VFR
ATL,2/23/2024 23:52,10,7500,VFR
ATL,2/24/2024 0:52,10,7500,VFR
ATL,2/24/2024 1:52,10,7000,VFR
ATL,2/24/2024 2:52,10,7000,VFR
ATL,2/24/2024 3:52,10,7000,VFR
ATL,2/24/2024 11:52,10,9000,VFR
ATL,2/24/2024 12:52,10,9000,VFR
ATL,2/24/2024 13:52,10,11000,VFR
ATL,2/24/2024 14:52,10,9000,VFR
ATL,2/24/2024 15:52,10,9500,VFR
ATL,2/24/2024 16:52,10,6000,VFR
ATL,2/24/2024 17:52,10,7500,VFR
ATL,2/24/2024 18:52,10,7500,VFR
ATL,2/24/2024 19:52,10,8000,VFR
ATL,2/24/2024 20:52,10,7500,VFR
ATL,2/24/2024 21:52,10,7500,VFR
ATL,2/25/2024 14:52,10,22000,VFR
ATL,2/25/2024 15:52,10,22000,VFR
ATL,2/25/2024 16:52,10,22000,VFR
ATL,2/25/2024 17:52,10,11000,VFR
ATL,2/25/2024 18:52,10,11000,VFR
ATL,2/25/2024 19:52,10,11000,VFR
ATL,2/25/2024 20:52,10,11000,VFR
ATL,2/25/2024 21:52,10,18000,VFR
ATL,2/25/2024 22:52,10,18000,VFR
ATL,2/25/2024 23:52,10,18000,VFR
ATL,2/26/2024 0:52,10,18000,VFR
ATL,2/26/2024 1:52,10,18000,VFR
ATL,2/26/2024 2:52,10,18000,VFR
ATL,2/26/2024 3:52,10,25000,VFR
ATL,2/26/2024 4:52,10,20000,VFR
ATL,2/26/2024 5:52,10,20000,VFR
ATL,2/26/2024 6:52,10,20000,VFR
ATL,2/26/2024 7:52,10,20000,VFR
ATL,2/26/2024 8:52,10,25000,VFR
ATL,2/26/2024 9:52,10,25000,VFR
ATL,2/26/2024 10:52,10,25000,VFR
ATL,2/26/2024 11:52,10,25000,VFR
ATL,2/26/2024 12:52,10,25000,VFR
